State,County,GROCPTH14,FFRPTH14
IN,Brown,0.267343938,0.267343938
IN,Carroll,0.200772976,0.652512172
IN,Cass,0.15609553,0.806493574
IN,Clark,0.105021792,0.74390436
IN,Clay,0.188238837,0.527068745
IN,Clinton,0.152550647,0.640712717
IN,Crawford,0.187705303,0.093852651
IN,Daviess,0.183323658,0.580524917
IN,Dearborn,0.141397002,0.504989294
IN,Decatur,0.188508521,0.829437491
IN,DeKalb,0.141566194,0.637047873
IN,Delaware,0.11104088,0.657703675
IN,Dubois,0.23615539,0.921006022
IN,Elkhart,0.178243411,0.68326641
IN,Fayette,0.127833646,0.980057951
IN,Floyd,0.105015818,0.879507476
IN,Fountain,0.240124865,0.420218514
IN,Franklin,0.305223685,0.654050754
IN,Fulton,0.195121951,0.634146341
IN,Gibson,0.207352114,0.59243461
IN,Grant,0.102086949,0.714608642
IN,Greene,0.275010695,0.672248365
IN,Hamilton,0.102437686,0.723672688
IN,Hancock,0.06946567,0.625191031
IN,Harrison,0.07633782,0.483472862
IN,Hendricks,0.0576716,0.768954734
IN,Henry,0.163281968,0.510256149
IN,Howard,0.132558868,0.927912077
IN,Huntington,0.136217512,0.844548575
IN,Jackson,0.228806773,0.777943027
IN,Jasper,0.238984317,0.627333831
IN,Jay,0.141649747,0.424949242
IN,Jefferson,0.184649474,0.584723334
IN,Jennings,0.071428571,0.392857143
IN,Johnson,0.088112893,0.847239355
IN,Knox,0.105435184,0.658969898
IN,Kosciusko,0.190927142,0.687337712
IN,LaGrange,0.208138204,0.208138204
IN,Lake,0.16522924,0.826146201
IN,LaPorte,0.170489214,0.628118158
IN,Lawrence,0.196919307,0.481358306
IN,Madison,0.15376454,0.59199348
IN,Marion,0.174472808,0.890560593
IN,Marshall,0.191054408,0.912815505
IN,Martin,0.294031167,0.882093502
IN,Miami,0.305946487,0.611892974
IN,Monroe,0.139529367,0.774387989
IN,Montgomery,0.209720547,0.707806847
IN,Morgan,0.100440503,0.545248447
IN,Newton,0.211924272,0.706414241
IN,Noble,0.189004158,0.546012012
IN,Ohio,0.165700083,0.331400166
IN,Orange,0.203811271,0.713339448
IN,Owen,0.095378893,0.333826124
IN,Parke,0.116056403,0.290141009
IN,Perry,0.205613241,0.719646345
IN,Pike,0.237642586,0.396070976
IN,Porter,0.071823601,0.664368311
IN,Posey,0.117462803,0.391542678
IN,Pulaski,0.15423768,0.694069561
IN,Putnam,0.106332075,0.611409432
IN,Randolph,0.157579578,0.315159155
IN,Ripley,0.280731305,0.526371197
IN,Rush,0.118399242,0.591996211
IN,St. Joseph,0.171886794,0.78843725
IN,Scott,0.168690958,0.801282051
IN,Shelby,0.157024608,0.515937998
IN,Spencer,0.240373059,0.480746118
IN,Starke,0.216694115,0.346710583
IN,Steuben,0.204034045,0.612102134
IN,Sullivan,0.142517815,0.522565321
IN,Switzerland,0.191350938,0.478377344
IN,Tippecanoe,0.120169986,0.748331276
IN,Tipton,0.129743756,0.64871878
IN,Union,0.138007176,0.552028705
IN,Vanderburgh,0.219772975,0.884586222
IN,Vermillion,0.191168037,0.446058752
IN,Vigo,0.157152762,0.859718049
IN,Wabash,0.217040804,0.806151556
IN,Warren,0.239463602,0
IN,Warrick,0.130827978,0.474251419
IN,Washington,0.215223474,0.35870579
IN,Wayne,0.103441652,0.635427288
IN,Wells,0.071782356,0.466585313
IN,White,0.122684333,0.736105999
IN,Whitley,0.179624585,0.598748615
IA,Adair,0.268312316,0.402468473
IA,Adams,0.258064516,0.516129032
IA,Allamakee,0.498646531,0.213705656
IA,Appanoose,0.394913514,0.631861622
IA,Audubon,0.172592337,0.172592337
IA,Benton,0.11682243,0.23364486
IA,Black Hawk,0.180590984,0.601969947
IA,Boone,0.151325994,0.302651988
IA,Bremer,0.20225719,0.525868695
IA,Buchanan,0.142599106,0.332731248
IA,Buena Vista,0.19438235,0.437360288
IA,Butler,0.266560043,0.066640011
IA,Calhoun,0.4054328,0.4054328
IA,Carroll,0.291800409,0.729501021
IA,Cass,0.446162998,0.669244497
IA,Cedar,0.162946065,0.488838195
IA,Cerro Gordo,0.231192491,0.878531465
IA,Cherokee,0.253464008,0.760392024
IA,Chickasaw,0.16307893,0.407697326
IA,Clarke,0.325485516,0.433980688
IA,Clay,0.121102028,1.211020285
IA,Clayton,0.282613611,0.734795388
IA,Clinton,0.14567855,0.520280535
IA,Crawford,0.290225215,0.522405387
IA,Dallas,0.142118863,0.529715762
IA,Davis,0.227764492,0.455528983
IA,Decatur,0.242042842,0.605107104
IA,Delaware,0.114955742,0.287389355
IA,Des Moines,0.149049807,0.794932307
IA,Dickinson,0.177147919,1.062887511
IA,Dubuque,0.166026772,0.747120473
IA,Emmet,0.500500501,0.600600601
IA,Fayette,0.245784791,0.344098707
IA,Floyd,0.124401319,0.373203956
IA,Franklin,0.287466462,0.47911077
IA,Fremont,0.42722871,0.42722871
IA,Greene,0.108695652,0.869565217
IA,Grundy,0.404040404,0.242424242
IA,Guthrie,0.373064727,0.466330908
IA,Hamilton,0.264602765,0.264602765
IA,Hancock,0.27205949,0.27205949
IA,Hardin,0.346600427,0.346600427
IA,Harrison,0.349064507,0.48869031
IA,Henry,0.148389969,0.445169907
IA,Howard,0.105831305,0.317493915
IA,Humboldt,0.31120332,0.414937759
IA,Ida,0.426015337,0.284010224
IA,Iowa,0.366412214,0.427480916
IA,Jackson,0.153988297,0.256647161
IA,Jasper,0.162725103,0.51529616
IA,Jefferson,0.115440115,0.634920635
IA,Johnson,0.140560979,0.744973188
IA,Jones,0.195560771,0.244450963
IA,Keokuk,0.293226469,0.390968625
IA,Kossuth,0.459860728,0.656943897
IA,Lee,0.19837896,0.538457178
IA,Linn,0.12858724,0.734784226
IA,Louisa,0.268793119,0.268793119
IA,Lucas,0.114929318,0.344787955
IA,Lyon,0.427972267,0.427972267
IA,Madison,0.128131206,0.19219681
IA,Mahaska,0.134108181,0.402324542
IA,Marion,0.269743743,0.569459014
IA,Marshall,0.220231978,0.538344834
IA,Mills,0.269705347,0.134852673
IA,Mitchell,0.463864923,0.371091938
IA,Monona,0.222321032,0.555802579
IA,Monroe,0.249968754,0.374953131
IA,Montgomery,0.287880242,0.575760484
IA,Muscatine,0.20977554,0.792485374
IA,O'Brien,0.498007968,0.711439954
IA,Osceola,0.321646832,0.321646832
IA,Page,0.258131131,0.516262261
IA,Palo Alto,0.439608748,0.769315309
IA,Plymouth,0.201013106,0.482431455
IA,Pocahontas,0.560381059,0.420285794
IA,Polk,0.165266971,0.726304848
IA,Pottawattamie,0.128854909,0.751653638
IA,Poweshiek,0.267838012,0.482108421
IA,Ringgold,0.395961196,0.593941794
IA,Sac,0.498256104,0.199302441
IA,Scott,0.145868706,0.741013029
IA,Shelby,0.334784064,0.502176096
IA,Sioux,0.230673856,0.663187336
IA,Story,0.127560512,0.701582813
IA,Tama,0.286516532,0.343819838
IA,Taylor,0.325573824,0
IA,Union,0.239693193,0.399488655
IA,Van Buren,0.669523299,0.26780932
IA,Wapello,0.170396456,0.653186414
IA,Warren,0.10426224,0.43790141
IA,Washington,0.181241504,0.453103761
IA,Wayne,0.469116497,0.156372166
IA,Webster,0.135299689,0.73061832
IA,Winnebago,0.284117814,0.378823752
IA,Winneshiek,0.240755008,0.385208012
IA,Woodbury,0.185780915,0.928904577
IA,Worth,0.262329486,0.393494229
IA,Wright,0.31152648,0.62305296
KS,Allen,0.154930669,0.387326671
KS,Anderson,0.380565774,0.507421033
KS,Atchison,0.181675044,0.726700176
KS,Barber,0.612619971,0.816826629
KS,Barton,0.146065364,0.69381048
KS,Bourbon,0.135391281,0.609260764
KS,Brown,0.30565461,0.50942435
KS,Butler,0.075497909,0.770078669
KS,Chase,0.371471025,0
KS,Chautauqua,0.287273772,0
KS,Cherokee,0.19242796,0.529176889
KS,Cheyenne,1.485332343,0.371333086
KS,Clark,0.46641791,0.46641791
KS,Clay,0.240471324,0.480942648
KS,Cloud,0.21310602,0.532765051
KS,Coffey,0.237163524,0.711490573
KS,Comanche,1.023541453,0.511770727
KS,Cowley,0.139031783,0.444901705
KS,Crawford,0.178162382,0.509035378
KS,Decatur,0.343878955,0.343878955
KS,Dickinson,0.206249355,0.567185728
KS,Doniphan,0.254000508,0.127000254
KS,Douglas,0.137238924,0.849165845
KS,Edwards,0.330033003,0.330033003
KS,Elk,0.371195249,0
KS,Ellis,0.172336539,1.102953848
KS,Ellsworth,0.156445557,0.469336671
KS,Finney,0.134466437,0.618545611
KS,Ford,0.20117833,0.459836183
KS,Franklin,0.117137168,0.585685838
KS,Geary,0.0544766,0.708196007
KS,Gove,0.733406674,1.100110011
KS,Graham,0.389711613,0.779423227
KS,Grant,0.127942682,0.639713408
KS,Gray,0.328839198,0.164419599
KS,Greeley,0.768639508,0
KS,Greenwood,0.474083439,0.158027813
KS,Hamilton,0.384172109,0.384172109
KS,Harper,0.687521485,0.515641114
KS,Harvey,0.229753016,0.689259047
KS,Haskell,0.48709206,0.24354603
KS,Hodgeman,0.521920668,0.521920668
KS,Jackson,0.221582096,0.369303494
KS,Jefferson,0.15910899,0.21214532
KS,Jewell,0.985869208,0.657246139
KS,Johnson,0.132341469,0.722654073
KS,Kearny,0.255427842,0.510855683
KS,Kingman,0.129903871,0.389711613
KS,Kiowa,0,0
KS,Labette,0.238549618,0.477099237
KS,Lane,0.592768228,0.592768228
KS,Leavenworth,0.101526708,0.444179347
KS,Lincoln,0.315756236,0
KS,Linn,0.315723006,0.210482004
KS,Logan,0.357909807,0.357909807
KS,Lyon,0.27098639,0.602191979
KS,McPherson,0.205191341,0.615574023
KS,Marion,0.409567497,0.327653997
KS,Marshall,0.49970018,0.49970018
KS,Meade,0.229515722,0.459031444
KS,Miami,0.091402108,0.457010542
KS,Mitchell,0.318268619,0.636537237
KS,Montgomery,0.088066931,0.821958021
KS,Morris,0.175500176,0.877500878
KS,Morton,0.643086817,0.964630225
KS,Nemaha,0.492707923,0.295624754
KS,Neosho,0.182748538,0.365497076
KS,Ness,0.966183575,0.644122383
KS,Norton,0.35971223,0.35971223
KS,Osage,0.125502008,0.251004016
KS,Osborne,0.798722045,0.266240682
KS,Ottawa,0.164880462,0.164880462
KS,Pawnee,0.14459225,0.43377675
KS,Phillips,0.542201337,0.903668896
KS,Pottawatomie,0.262043062,0.480412281
KS,Pratt,0.304568528,0.913705584
KS,Rawlins,0.773993808,0
KS,Reno,0.172430009,0.893500956
KS,Republic,0.416406413,0.416406413
KS,Rice,0.299550674,0.698951573
KS,Riley,0.132989334,0.611750938
KS,Rooks,0.775945684,0.581959263
KS,Rush,0,0.625586487
KS,Russell,0.287521564,0.71880391
KS,Saline,0.089678056,0.986458614
KS,Scott,0.393700787,0.984251969
KS,Sedgwick,0.135612408,0.860843981
KS,Seward,0.127849989,0.468783294
KS,Shawnee,0.156945394,0.795937356
KS,Sheridan,0.787711698,0.393855849
KS,Sherman,0,1.47299509
KS,Smith,0.7959671,0.7959671
KS,Stafford,0.465441005,0
KS,Stanton,0,0.473709143
KS,Stevens,0.344768143,0.689536287
KS,Sumner,0.255015301,0.467528052
KS,Thomas,0.253453301,0.760359904
KS,Trego,0.344589938,1.033769814
KS,Wabaunsee,0.42722871,0.28481914
KS,Wallace,0.664010624,0
KS,Washington,0.893176134,0.178635227
KS,Wichita,0.919117647,0.459558824
KS,Wilson,0.221533008,0.553832521
KS,Woodson,0,0.633512829
KS,Wyandotte,0.167041996,0.64342102
KY,Adair,0.260362424,0.312434909
KY,Allen,0.245290424,0.441522763
KY,Anderson,0.091374269,0.868055556
KY,Ballard,0.242718447,0.485436893
KY,Barren,0.208584407,0.857513674
KY,Bath,0.409634606,0.409634606
KY,Bell,0.251997984,0.863993088
KY,Boone,0.102837525,0.949269458
KY,Bourbon,0.150210294,0.650911276
KY,Boyd,0.143348624,1.249180865
KY,Boyle,0.168316165,0.774254359
KY,Bracken,0.237925291,0.475850583
KY,Breathitt,0.298307107,0.372883884
KY,Breckinridge,0.301689461,0.15084473
KY,Bullitt,0.064139568,0.500288628
KY,Butler,0.233009709,0.466019417
KY,Caldwell,0.235756385,0.785854617
KY,Calloway,0.078365812,0.679170367
KY,Campbell,0.185118639,0.773142552
KY,Carlisle,0.200883889,0.401767778
KY,Carroll,0.369856681,1.202034212
KY,Carter,0.220401866,0.661205598
KY,Casey,0.314643509,0.188786105
KY,Christian,0.175084175,0.579124579
KY,Clark,0.167794619,0.894904637
KY,Clay,0.283728188,0.520168345
KY,Clinton,0.196753566,0.590260698
KY,Crittenden,0.216825672,0.650477016
KY,Cumberland,0.296515938,0.593031875
KY,Daviess,0.162808446,0.783515645
KY,Edmonson,0.166486307,0.24972946
KY,Elliott,0.130344108,0.260688217
KY,Estill,0.276874092,0.553748183
KY,Fayette,0.193052056,1.000653159
KY,Fleming,0.343760743,0.343760743
KY,Floyd,0.472341766,0.682271439
KY,Franklin,0.120288693,0.942261427
KY,Fulton,0.319233839,0.478850758
KY,Gallatin,0.116427989,0.349283968
KY,Garrard,0.059319,0.177957053
KY,Grant,0.040201,0.603015075
KY,Graves,0.159498113,0.478494338
KY,Grayson,0.190883408,0.649003589
KY,Green,0.181110206,0.633885719
KY,Greenup,0.192794976,0.578384929
KY,Hancock,0,0.342739632
KY,Hardin,0.110838121,0.609609665
KY,Harlan,0.319568228,0.639136456
KY,Harrison,0.10757315,0.537865749
KY,Hart,0.268860569,0.322632683
KY,Henderson,0.150644543,0.753222717
KY,Henry,0.128435654,0.513742615
KY,Hickman,0.422475708,0.211237854
KY,Hopkins,0.150940141,0.625323443
KY,Jackson,0.150500414,0.301000828
KY,Jefferson,0.203940392,0.865759856
KY,Jessamine,0.098396143,0.688773
KY,Johnson,0.17195426,0.902759866
KY,Kenton,0.152505048,0.597819788
KY,Knott,0.31462371,0.31462371
KY,Knox,0.314485188,0.597521857
KY,Larue,0.211565585,0.564174894
KY,Laurel,0.149962509,0.649837541
KY,Lawrence,0.189825361,0.506200962
KY,Lee,0.263365815,0.52673163
KY,Leslie,0.2747756,0.183183733
KY,Letcher,0.171240207,0.642150777
KY,Lewis,0.288184438,0.360230548
KY,Lincoln,0.286357128,0.368173451
KY,Livingston,0.641094134,0.427396089
KY,Logan,0.111661146,0.521085346
KY,Lyon,0.118623962,0.355871886
KY,McCracken,0.168412028,1.071712903
KY,McCreary,0.27990819,0.335889828
KY,McLean,0.316522473,0.844059928
KY,Madison,0.091596061,0.721318983
KY,Magoffin,0.309765353,0.619530705
KY,Marion,0.099965012,0.699755086
KY,Marshall,0.258456369,0.67844797
KY,Martin,0.239291697,0.638111191
KY,Mason,0.233018758,0.757310964
KY,Meade,0.068636535,0.377500944
KY,Menifee,0.159058374,0.159058374
KY,Mercer,0.140719546,0.562878184
KY,Metcalfe,0.1001001,0.2002002
KY,Monroe,0.467115097,1.027653214
KY,Montgomery,0.181990245,0.618766834
KY,Morgan,0.225513042,0.300684056
KY,Muhlenberg,0.256352741,0.672925946
KY,Nelson,0.111577256,0.535570829
KY,Nicholas,0.284050561,0
KY,Ohio,0.125119907,0.500479626
KY,Oldham,0.0472515,0.519766892
KY,Owen,0.187881635,0.469704086
KY,Owsley,0,0.221827862
KY,Pendleton,0.137997654,0.413992962
KY,Perry,0.289886582,0.760952277
KY,Pike,0.333153536,0.745629343
KY,Powell,0.321698568,0.965095705
KY,Pulaski,0.172346259,0.673717195
KY,Robertson,0.455166136,0
KY,Rockcastle,0.178295495,0.534886485
KY,Rowan,0.084548721,0.845487212
KY,Russell,0.225047823,0.506357601
KY,Scott,0.077997036,0.623976289
KY,Shelby,0.133704735,0.623955432
KY,Simpson,0.0560978,1.009761023
KY,Spencer,0.113199004,0.565995019
KY,Taylor,0.237557905,0.752266698
KY,Todd,0.239616613,0.399361022
KY,Trigg,0.212134069,0.424268137
KY,Trimble,0,0.227634874
KY,Union,0.329706561,0.395647873
KY,Warren,0.141125685,0.763739
KY,Washington,0.334476127,0.585333222
KY,Wayne,0.097627648,0.585765889
KY,Webster,0.226654578,0.377757631
KY,Whitley,0.309832972,0.788665747
KY,Wolfe,0.415858054,0.277238703
KY,Woodford,0.117357118,0.50854751
LA,Acadia,0.336075281,0.448100374
LA,Allen,0.194454167,0.388908334
LA,Ascension,0.187987593,0.692136137
LA,Assumption,0.217070418,0.173656334
LA,Avoyelles,0.243042897,0.388868635
LA,Beauregard,0.0552517,0.497265042
LA,Bienville,0.144040331,0.648181491
LA,Bossier,0.127934498,0.871553764
LA,Caddo,0.106887092,0.823426483
LA,Calcasieu,0.162268514,0.836697024
LA,Caldwell,0.303214069,0.404285426
LA,Cameron,0.449169037,0.149723012
LA,Catahoula,0.098512462,0.492562309
LA,Claiborne,0.182793078,0.548379235
LA,Concordia,0.146584579,0.68406137
LA,De Soto,0.073686537,0.29474615
LA,East Baton Rouge,0.269032961,0.858663534
LA,East Carroll,0.267129691,0.667824229
LA,East Feliciana,0.0504719,0.555191036
LA,Evangeline,0.474777448,0.296735905
LA,Franklin,0.146763857,0.538134142
LA,Grant,0.134024303,0.089349535
LA,Iberia,0.297647234,0.568235628
LA,Iberville,0.240045609,0.360068413
LA,Jackson,0.062523446,0.562711017
LA,Jefferson,0.224917148,0.856062206
LA,Jefferson Davis,0.19061537,0.57184611
LA,Lafayette,0.241890309,0.946342788
LA,Lafourche,0.142827994,0.520301979
LA,La Salle,0.134779972,0.606509873
LA,Lincoln,0.063002709,0.840036122
LA,Livingston,0.103129995,0.530382833
LA,Madison,0.168876129,0.591066453
LA,Morehouse,0.112107623,0.485799701
LA,Natchitoches,0.204258796,0.434049941
LA,Orleans,0.385095754,0.788405495
LA,Ouachita,0.127938589,0.72924996
LA,Plaquemines,0.127948138,0.554441933
LA,Pointe Coupee,0.401678122,0.446309024
LA,Rapides,0.113217801,0.762333192
LA,Red River,0,0.576767793
LA,Richland,0.096432015,0.385728062
LA,Sabine,0.206620108,0.413240217
LA,St. Bernard,0.270215497,0.720574658
LA,St. Charles,0.24646886,0.587733434
LA,St. Helena,0.376683304,0.094170826
LA,St. James,0.277289953,0.508364914
LA,St. John the Baptist,0.228597554,0.708652417
LA,St. Landry,0.37033055,0.477845871
LA,St. Martin,0.262590265,0.412641846
LA,St. Mary,0.244535571,0.639554569
LA,St. Tammany,0.170850469,0.764759243
LA,Tangipahoa,0.157419578,0.669033208
LA,Tensas,0.207039337,0
LA,Terrebonne,0.158831004,0.723563462
LA,Union,0.177470163,0.266205244
LA,Vermilion,0.268384326,0.335480408
LA,Vernon,0.0383642,0.422005678
LA,Washington,0.280862464,0.626539342
LA,Webster,0.14876156,0.793394987
LA,West Baton Rouge,0.159457843,0.797289217
LA,West Carroll,0.433839479,0.780911063
LA,West Feliciana,0.194729326,0.259639102
LA,Winn,0.2713152,0.542630401
ME,Androscoggin,0.20476545,0.707371556
ME,Aroostook,0.460783043,0.719973505
ME,Cumberland,0.236277654,0.847819817
ME,Franklin,0.396091893,0.495114867
ME,Hancock,0.566769051,0.84101214
ME,Kennebec,0.181650043,0.668802431
ME,Knox,0.378062305,0.756124609
ME,Lincoln,0.292654375,0.731635938
ME,Oxford,0.262063664,0.454243684
ME,Penobscot,0.175994368,0.606202824
ME,Piscataquis,0.41113591,0.41113591
ME,Sagadahoc,0.228277928,0.570694821
ME,Somerset,0.195453746,0.429998241
ME,Waldo,0.256075389,0.512150777
ME,Washington,0.503018109,0.597334004
ME,York,0.204274824,0.782223108
MD,Allegany,0.164491721,0.84987389
MD,Anne Arundel,0.171387867,0.810521787
MD,Baltimore,0.180185627,0.89367234
MD,Calvert,0.143467273,0.606976924
MD,Caroline,0.122933186,0.491732743
MD,Carroll,0.148960257,0.679258774
MD,Cecil,0.175810437,0.537198558
MD,Charles,0.135705377,0.781921459
MD,Dorchester,0.21486893,0.583215667
MD,Frederick,0.155945419,0.705858213
MD,Garrett,0.202163146,0.84234644
MD,Harford,0.143939545,0.659722916
MD,Howard,0.145497342,0.788918922
MD,Kent,0.454086781,0.706357215
MD,Montgomery,0.196031431,0.770539387
MD,Prince George's,0.176907002,0.832568579
MD,Queen Anne's,0.102450619,0.676174084
MD,St. Mary's,0.154010618,0.625101919
MD,Somerset,0.193356278,0.425383812
MD,Talbot,0.318784369,0.956353107
MD,Washington,0.160456767,0.735426848
MD,Wicomico,0.098484326,0.807571475
MD,Worcester,0.270924045,1.60619255
MD,Baltimore,0.488123662,1.075798861
MA,Barnstable,0.3489768,1.005053184
MA,Berkshire,0.264149478,0.916754069
MA,Bristol,0.187659917,0.696506999
MA,Dukes,0.691403549,1.382807098
MA,Essex,0.243144179,0.748936082
MA,Franklin,0.282238718,0.493917756
MA,Hampden,0.209329696,0.625853072
MA,Hampshire,0.22990077,0.615139898
MA,Middlesex,0.182765878,0.772456482
MA,Nantucket,0.368459838,1.565954311
MA,Norfolk,0.171902221,0.680386101
MA,Plymouth,0.167645585,0.603524107
MA,Suffolk,0.282826808,0.970995264
MA,Worcester,0.167183995,0.714219859
MI,Alcona,0.191314329,0.382628659
MI,Alger,0.740035945,0.528597103
MI,Allegan,0.140539496,0.474320799
MI,Alpena,0.310473299,0.724437698
MI,Antrim,0.214896635,0.55873125
MI,Arenac,0.2605354,0.911873901
MI,Baraga,0.462214005,0.808874509
MI,Barry,0.168688113,0.320507414
MI,Bay,0.216615338,0.772280771
MI,Benzie,0.399566185,0.742051487
MI,Berrien,0.231909452,0.605541348
MI,Branch,0.068894247,0.52818923
MI,Calhoun,0.170524474,0.682097896
MI,Cass,0.174391567,0.271275771
MI,Charlevoix,0.306266988,0.65081735
MI,Cheboygan,0.23369036,0.467380721
MI,Chippewa,0.339239581,0.574097753
MI,Clare,0.358867284,0.489364479
MI,Clinton,0.090559789,0.47867317
MI,Crawford,0.145507457,0.727537286
MI,Delta,0.328236549,0.71117919
MI,Dickinson,0.269676773,0.731979813
MI,Eaton,0.101308725,0.699951188
MI,Emmet,0.421635947,0.843271895
MI,Genesee,0.203441553,0.714467359
MI,Gladwin,0.118059108,0.354177325
MI,Gogebic,0.190633539,0.635445129
MI,Grand Traverse,0.264369589,0.826154965
MI,Gratiot,0.16800672,0.552022081
MI,Hillsdale,0.0436395,0.414575605
MI,Houghton,0.274010138,0.630223318
MI,Huron,0.218306565,0.966786215
MI,Ingham,0.17921021,0.794147205
MI,Ionia,0.139981958,0.404392323
MI,Iosco,0.275373721,0.747442958
MI,Iron,0.26345833,0.790374989
MI,Isabella,0.141610966,0.538121672
MI,Jackson,0.118942538,0.532111355
MI,Kalamazoo,0.170003632,0.7766075
MI,Kalkaska,0.344946533,0.459928711
MI,Kent,0.155744179,0.637279753
MI,Keweenaw,0.902119982,0
MI,Lake,0.264526938,0.176351292
MI,Lapeer,0.113439134,0.408380883
MI,Leelanau,0.410677618,0.593201004
MI,Lenawee,0.151443254,0.585580583
MI,Livingston,0.096984849,0.522640574
MI,Luce,0.622471211,0.311235605
MI,Mackinac,0.633943126,1.539576164
MI,Macomb,0.155793664,0.699908849
MI,Manistee,0.45045045,0.368550369
MI,Marquette,0.221644305,0.768366925
MI,Mason,0.138773245,0.659172911
MI,Mecosta,0.138933914,0.555735655
MI,Menominee,0.210845914,0.506030193
MI,Midland,0.191784434,0.647272466
MI,Missaukee,0.133005254,0.332513134
MI,Monroe,0.166862452,0.567332337
MI,Montcalm,0.159000207,0.365700475
MI,Montmorency,0.322580645,0.215053763
MI,Muskegon,0.127651673,0.702084204
MI,Newaygo,0.167014614,0.584551148
MI,Oakland,0.189842536,0.809456259
MI,Oceana,0.228824225,0.45764845
MI,Ogemaw,0.190123105,0.808023195
MI,Ontonagon,0.64808814,0.162022035
MI,Osceola,0.215805602,0.474772325
MI,Oscoda,0.358380122,0.597300203
MI,Otsego,0.248364931,0.827883103
MI,Ottawa,0.137535651,0.550142603
MI,Presque Isle,0.384497078,0.461396493
MI,Roscommon,0.208724692,0.709663953
MI,Saginaw,0.205115583,0.723032429
MI,St. Clair,0.168667774,0.518497233
MI,St. Joseph,0.196895613,0.492239031
MI,Sanilac,0.216413783,0.360689639
MI,Schoolcraft,0.367152123,0.856688288
MI,Shiawassee,0.1450684,0.565766759
MI,Tuscola,0.148148148,0.333333333
MI,Van Buren,0.239364885,0.545220016
MI,Washtenaw,0.176532894,0.753767436
MI,Wayne,0.248752836,0.719626655
MI,Wexford,0.212856535,0.729793833
MN,Aitkin,0.380445121,0.570667681
MN,Anoka,0.099454754,0.587953104
MN,Becker,0.090201149,0.481072792
MN,Beltrami,0.131394534,0.503679047
MN,Benton,0.101250443,0.35437655
MN,Big Stone,0.585137507,0.585137507
MN,Blue Earth,0.122352221,0.810583467
MN,Brown,0.237229163,0.71168749
MN,Carlton,0.112451154,0.337353462
MN,Carver,0.12328176,0.554767922
MN,Cass,0.350152316,0.350152316
MN,Chippewa,0.247729149,0.578034682
MN,Chisago,0.111059695,0.481258677
MN,Clay,0.097901641,0.522142088
MN,Clearwater,0.341258105,0.227505403
MN,Cook,0.764379897,0.764379897
MN,Cottonwood,0.429811742,0.343849394
MN,Crow Wing,0.237097921,0.632261124
MN,Dakota,0.1212036,0.649651297
MN,Dodge,0.098265612,0.442195254
MN,Douglas,0.190269095,0.706713781
MN,Faribault,0.422773393,0.422773393
MN,Fillmore,0.192529842,0.336927224
MN,Freeborn,0.162127108,0.745784695
MN,Goodhue,0.280033604,0.646231394
MN,Grant,0.671591672,0.167897918
MN,Hennepin,0.199659424,0.796162579
MN,Houston,0.266837443,0.160102466
MN,Hubbard,0.194429592,0.534681379
MN,Isanti,0.130164267,0.416525655
MN,Itasca,0.219351159,0.329026739
MN,Jackson,0.194760931,0.486902327
MN,Kanabec,0.062774639,0.251098556
MN,Kandiyohi,0.260139529,0.567577155
MN,Kittson,0.901916573,0
MN,Koochiching,0.38892346,0.622277536
MN,Lac qui Parle,0.290233638,0.435350457
MN,Lake,0.187265918,0.74906367
MN,Lake of the Woods,0.255232261,0.510464523
MN,Le Sueur,0.180050414,0.216060497
MN,Lincoln,0.863856254,0
MN,Lyon,0.272744983,0.935125658
MN,McLeod,0.111476506,0.668859038
MN,Mahnomen,0.181653043,0.544959128
MN,Marshall,0.530954656,0.212381863
MN,Martin,0.098911968,0.692383778
MN,Meeker,0.216384645,0.47604622
MN,Mille Lacs,0.231803431,0.463606861
MN,Morrison,0.243828101,0.548613228
MN,Mower,0.203443277,0.584899423
MN,Murray,0.354191263,0.354191263
MN,Nicollet,0.0604357,0.574139546
MN,Nobles,0.324224178,0.416859657
MN,Norman,0.301250188,0.150625094
MN,Olmsted,0.153040516,0.698663224
MN,Otter Tail,0.242907955,0.624620456
MN,Pennington,0.142267748,0.426803244
MN,Pine,0.171850833,0.378071834
MN,Pipestone,0.43098804,0.75422907
MN,Polk,0.220792329,0.567751703
MN,Pope,0.18208303,0.36416606
MN,Ramsey,0.202757883,0.696510875
MN,Red Lake,0.74202325,0.247341083
MN,Redwood,0.386722527,0.451176281
MN,Renville,0.399334443,0.399334443
MN,Rice,0.138140627,0.53721355
MN,Rock,0.104679158,0.62807495
MN,Roseau,0.382677467,0.510236622
MN,St. Louis,0.179149934,0.567308123
MN,Scott,0.114554098,0.551291597
MN,Sherburne,0.076816715,0.493821741
MN,Sibley,0.268132457,0.268132457
MN,Stearns,0.215810401,0.680129748
MN,Steele,0.164055451,0.765592103
MN,Stevens,0.306122449,0.510204082
MN,Swift,0.317931327,0.741839763
MN,Todd,0.288493241,0.247279921
MN,Traverse,0.590493062,0.590493062
MN,Wabasha,0.140436289,0.468120962
MN,Wadena,0.290761067,0.944973468
MN,Waseca,0.157687254,0.525624179
MN,Washington,0.100287625,0.517484145
MN,Watonwan,0.270684833,0.541369665
MN,Wilkin,0,0.307929176
MN,Winona,0.078282482,0.6654011
MN,Wright,0.092365954,0.492618421
MN,Yellow Medicine,0.395687012,0.69245227
